OBJECTID,ID,DIR,LENGTH,LINKID,COUNTRY,JURISCODE,JURISNAME,ROADNUM,ROADNAME,ADMIN,SURFACE,LANES,SPEEDLIM,CLASS,NHS,BORDER,Shape__Length
123286,542021,0,0.08,02_6757752,2,02_41,Oregon,S43,WILLAMETTE DR,State,Paved,4,56,3,7,0,0.000798276428186961
127365,542155,0,0.11,02_6762395,2,02_41,Oregon,S213,82ND AV,State,Paved,4,88,2,7,0,0.00102615861192328
127122,542263,0,0.01,02_6764454,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,7.24708442295446E-05
127863,542538,0,0.2,02_6770647,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00180914147976683
127620,542222,0,0.21,02_6774289,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.0019113404732892
127199,542812,0,0.14,02_6778695,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,5,56,3,10,0,0.00167075643229008
126956,543378,0,1.03,02_6802076,2,02_41,Oregon, ,238TH DR,Municipal,Paved,4,72,4,7,0,0.0107130722545784
127342,542133,0,0.2,02_6761758,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,88,3,10,0,0.00184730433527793
126315,541242,0,0.27,02_6700306,2,02_41,Oregon,S10,BEAVERTON-HILLSBORO HWY,State,Paved,4,48,3,10,0,0.00347835034255453
122971,541431,0,0.11,02_6705703,2,02_41,Oregon,U30,VAUGHN ST,State,Paved,4,88,2,0,0,0.00139637239638264
123186,542371,0,0.29,02_6767293,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,64,3,10,0,0.00361709503499981
127840,542527,0,0.08,02_6770373,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,7,0,0.000708347437068725
123143,542436,0,0.09,02_6768380,2,02_41,Oregon, ,MORRISON ST,Municipal,Paved,2,56,4,7,0,0.00114636424988088
123192,538111,0,0.12,02_6767659,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,0.00156125093658027
128479,543644,0,0.35,02_6811425,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.0032682471031027
128473,543645,0,0.19,02_6811345,2,02_53,Washington, , ,Municipal,Paved,4,88,2,0,0,0.00184572952254241
126979,543401,0,0.57,02_6803156,2,02_53,Washington, ,NE 6TH AVE,Municipal,Paved,2,56,3,10,0,0.00640986655491971
125991,541033,0,0.22,02_6694581,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00202014278541811
125917,540985,0,2.13,02_6693040,2,02_41,Oregon, ,NW CORNELIUS PASS RD,Municipal,Paved,2,56,4,0,0,0.021453862263443
123163,542453,0,0.06,02_6768865,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.000619097290937453
127740,542484,0,0.13,02_6769621,2,02_41,Oregon, ,LARRABEE AVE,Municipal,Paved,4,56,4,8,0,0.00132922604515516
127248,542865,0,0.03,02_6779754,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.000337480452405612
123335,541651,0,0.05,02_6723616,2,02_53,Washington, ,W 16TH ST,Municipal,Paved,2,56,3,0,0,0.000584399251130891
128330,543662,0,0.11,02_6811550,2,02_53,Washington, ,MAIN ST,Municipal,Paved,2,72,3,10,0,0.000988162189296248
127912,543160,0,1.25,02_6790246,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,56,3,10,0,0.0145031181655112
128573,543909,0,0.19,02_6819186,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.00192858963939039
128404,543776,0,0.02,02_6815420,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00031621825671457
125968,541328,0,0.08,02_6702656,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,40,4,8,0,0.000938889769770106
123263,542012,0,0.97,02_6759997,2,02_41,Oregon,S224,MILWAUKIE EXWY,State,Paved,4,88,2,7,0,0.0112071890175892
127099,542207,0,0.13,02_6763921,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00128657749323902
127222,542832,0,0.66,02_6779036,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,88,3,10,0,0.00849123907730007
127763,542386,0,0.16,02_6771256,2,02_41,Oregon,S99E,GRAND AV,State,Paved,4,48,3,10,0,0.00145815818614535
127812,542607,0,0.08,02_6772403,2,02_41,Oregon, ,WEIDLER ST,Municipal,Paved,2,48,3,10,0,0.00101400731822932
127271,543005,0,0.16,02_6787943,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00206297401316372
127050,543276,0,1.44,02_6793957,2,02_53,Washington, , ,Municipal,Paved,4,72,3,10,0,0.0137950438105236
128353,543677,0,0.06,02_6812258,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.000582086770629721
126558,544065,0,0.8,02_6823072,2,02_53,Washington, ,NE 162ND AV,Municipal,Paved,4,64,3,10,0,0.00720916044936217
123206,542279,0,0.07,02_6765002,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000825005076744284
122957,541416,0,0.02,02_6705285,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.000206060945711475
126289,541448,0,0.07,02_6706018,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.000752229742010162
127783,542588,0,0.06,02_6771816,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.000588701944696917
127534,542686,0,0,02_6774408,2,02_41,Oregon, ,GOING ST,Municipal,Paved,2,40,4,8,0,2.71659625860551E-05
127036,543033,0,0.15,02_6786700,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00188309521900587
127285,543076,0,0.09,02_6788116,2,02_41,Oregon, ,AIRPORT WY,Municipal,Paved,2,40,3,8,0,0.00101417623392562
126787,543126,0,0.16,02_6789624,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00147337526905715
128032,543215,0,0.06,02_6791997,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000610696975166287
127428,542126,0,0.07,02_6761597,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,3,72,3,10,0,0.000680132261715533
127391,542186,0,0.12,02_6763073,2,02_41,Oregon,S213,82ND AV,State,Paved,4,88,2,7,0,0.00110622293515879
127926,543163,0,0.92,02_6790499,2,02_41,Oregon, ,181ST AV,Municipal,Paved,6,72,3,7,0,0.00829867811571621
125221,541487,0,0.32,02_6708367,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.0029212550913782
123063,542749,0,0.02,02_6775976,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.000193258594467492
128424,543699,0,0.4,02_6813403,2,02_53,Washington, ,NE ST JAMES RD RD,Municipal,Paved,2,56,3,10,0,0.00358794277351272
128602,543886,0,0.02,02_6818338,2,02_53,Washington,S500, ,State,Paved,5,96,2,7,0,0.000206321797993696
125897,540967,0,0.35,02_6692085,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,2,72,3,7,0,0.00442239078532456
128553,543894,0,0.14,02_6818517,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.00131377528139673
126893,543223,0,0.07,02_6792187,2,02_41,Oregon, , ,Municipal,Paved,4,56,3,10,0,0.000602003313179309
123255,542047,0,0.61,02_6759446,2,02_41,Oregon,S224,MILWAUKIE EXWY,State,Paved,4,88,2,7,0,0.0077757324111295
123243,542037,0,0.15,02_6759064,2,02_41,Oregon,S10,W PACIFIC HWY,State,Paved,2,88,3,10,0,0.00136436751001979
127832,542520,0,0.04,02_6770279,2,02_41,Oregon, ,MORRISON ST,Municipal,Paved,2,72,4,7,0,0.000553016221691853
127820,542496,0,0.21,02_6769856,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00229412305346787
127571,542894,0,0.09,02_6780771,2,02_41,Oregon,U30  P,KILLINGSWORTH ST,State,Paved,4,72,3,7,0,0.00111093249272107
127583,542885,0,0.81,02_6781430,2,02_41,Oregon,U30  P,KILLINGSWORTH ST,State,Paved,4,56,3,7,0,0.0104030386073402
126750,541890,0,0.76,02_6824198,2,02_53,Washington, , ,Municipal,Paved,4,64,3,10,0,0.0068794637358553
126160,541137,0,1.17,02_6696786,2,02_41,Oregon, ,SW STAFFORD RD,Municipal,Paved,2,56,4,0,0,0.011877551497838
125911,540980,0,0.34,02_6692632,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,0.00408593975667689
128410,543784,0,0.02,02_6815834,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.000167286651973428
126146,541187,0,0.06,02_6698028,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.000729884505074321
127179,542797,0,0.79,02_6778059,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00714846422286411
127093,542204,0,0.61,02_6763432,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00551275100149461
127228,542840,0,0.12,02_6779516,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00152490485212509
127769,542572,0,0.08,02_6771638,2,02_41,Oregon, , ,Municipal,Paved,2,40,3,10,0,0.00101500458545613
127142,542945,0,0.09,02_6782438,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,7,88,1,1,0,0.000810453321709787
126097,540853,0,0.16,02_6687391,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00193840674042136
125470,540924,0,0.13,02_6690294,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,5,40,3,7,0,0.00115215835935987
128175,543958,0,0.47,02_6820278,2,02_53,Washington, ,NE 72ND AV,Municipal,Paved,2,72,4,0,0,0.00427949821070837
126203,541086,0,0.01,02_6696044,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00011799148788579
126197,541079,0,0.06,02_6695705,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000765872667128877
125954,541021,0,0.35,02_6694500,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,4,64,3,10,0,0.00396173646915234
125960,541318,0,0.31,02_6702477,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,4,64,3,7,0,0.00340314937222675
127875,542558,0,0.13,02_6771101,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.0011281876259818
127869,542549,0,0.16,02_6771042,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00139522404477465
127626,542411,0,0.02,02_6767801,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,72,4,8,0,0.000249049719962749
128361,543682,0,0.55,02_6812377,2,02_53,Washington, ,GRAND BLVD,Municipal,Paved,2,56,3,10,0,0.0049362522238929
128367,543687,0,0.16,02_6812538,2,02_53,Washington, ,GRAND BLVD RD,Municipal,Paved,2,48,3,10,0,0.00209275866202226
128610,543889,0,0.18,02_6818435,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00169932472465306
126303,541467,0,0.02,02_6706589,2,02_41,Oregon, ,YEON AV,Municipal,Paved,4,72,3,7,0,0.000251461667914783
127477,542775,0,0.74,02_6777069,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,56,3,10,0,0.00948811044125365
126346,541388,0,0.04,02_6704694,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000349099710124606
126352,541390,0,0.02,02_6704758,2,02_41,Oregon,U26, ,State,Paved,3,56,4,0,0,0.000230708710760916
123149,542375,0,0.02,02_6768430,2,02_41,Oregon, ,MORRISON ST,Municipal,Paved,2,80,4,7,0,0.000210963048048806
127975,543022,0,0.41,02_6786847,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00514381199699334
128516,543598,0,0.05,02_6810077,2,02_53,Washington, , ,Municipal,Paved,2,56,3,0,0,0.000608062367467855
128510,543579,0,0.09,02_6810028,2,02_53,Washington, ,W 15TH ST,Municipal,Paved,3,40,3,0,0,0.00112802185028599
128467,543613,0,0.4,02_6810985,2,02_53,Washington, ,E FOURTH PLAIN BLVD,Municipal,Paved,4,48,3,10,0,0.00491822110003584
127969,543257,0,0.41,02_6793749,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,64,3,10,0,0.00529906895033777
128018,543199,0,0.16,02_6791356,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00146980470436299
127334,542127,0,0.01,02_6761617,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,3,72,3,10,0,0.000101133521046939
126003,541041,0,0.82,02_6694830,2,02_41,Oregon,S99W,W PACIFIC HWY,State,Paved,2,88,3,7,0,0.00945443683853654
126154,541132,0,0.02,02_6696730,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000148080964314803
127085,542194,0,0.97,02_6763246,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00873329792430675
123249,542045,0,0.41,02_6759337,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,48,3,10,0,0.00372718752747514
126252,541354,0,0,02_6703845,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,4.14367957984805E-05
128069,543405,0,0.11,02_6803219,2,02_53,Washington,S500,NE 58TH ST,State,Paved,2,80,4,0,0,0.00102118665505444
127826,542515,0,0.02,02_6769928,2,02_41,Oregon, ,BELMONT ST,Municipal,Paved,2,56,4,7,0,0.000252504769335529
127577,542900,0,0.07,02_6781331,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,2,40,3,8,0,0.000838593922761613
128416,543799,0,0.12,02_6815885,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00148222599353265
128167,543942,0,0.24,02_6820145,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00279506179084402
125662,540833,0,0.34,02_6687031,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,2,88,3,10,0,0.00431785339483577
125905,540976,0,0.52,02_6692360,2,02_41,Oregon, ,MURRAY BLVD,Municipal,Paved,4,72,3,7,0,0.00535168028249495
122857,541193,0,0.07,02_6698117,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.000881565716349711
127136,542269,0,0.24,02_6764899,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,0.0021851062457601
127185,542799,0,0.2,02_6778232,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,2,56,5,0,0,0.00257038222587146
127677,542359,0,0.01,02_6767056,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,64,3,10,0,0.000117345802818959
127726,542476,0,0.02,02_6769057,2,02_41,Oregon, ,INTERSTATE AV,Municipal,Paved,4,56,4,8,0,0.000230060507515873
126103,540844,0,0.28,02_6687501,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,2,64,5,0,0,0.00282676379712556
126054,540883,0,1.88,02_6690450,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,4,88,2,7,0,0.0227025019056002
126644,542985,0,0.06,02_6783737,2,02_41,Oregon,S224, ,State,Paved,2,88,3,10,0,0.000554763750075356
128267,543726,0,0.75,02_6814372,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00689707715540596
123349,541589,0,1.68,02_6724062,2,02_53,Washington, ,HILLHURST RD,Municipal,Paved,2,88,5,0,0,0.0155919531518113
126117,541158,0,0.11,02_6697401,2,02_41,Oregon, ,KRUSE WY,Municipal,Paved,4,88,2,7,0,0.0013676860661011
122868,541202,0,0.01,02_6698461,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.000160704281020806
127113,542250,0,0.01,02_6764299,2,02_41,Oregon,S10,FRONT ST,State,Paved,3,40,3,10,0,0.000120270261604343
127706,542326,0,0.02,02_6766225,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,64,3,10,0,0.000308933644008382
127445,542621,0,0.65,02_6772656,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,56,3,10,0,0.00822178283388994
123200,542392,0,0.08,02_6767718,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,0.00101417832361159
127042,543021,0,0.77,02_6786775,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.00987054301620055
126781,543111,0,0.18,02_6789476,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,96,2,7,0,0.00222264101331887
128370,543688,0,0.24,02_6812610,2,02_53,Washington, ,GRAND BLVD,Municipal,Paved,2,48,3,10,0,0.00215435939476534
125453,540913,0,0.07,02_6689649,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,0,0,0.00082930811842045
127374,542160,0,0.38,02_6762540,2,02_41,Oregon,S212,CARVER HWY,State,Paved,2,88,3,7,0,0.00480137019244964
128038,543132,0,0.03,02_6789647,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.000306040609337074
127397,542067,0,0.73,02_6760895,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,64,3,10,0,0.00728289086210316
123223,542298,0,0.04,02_6765206,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,48,4,0,0,0.00031651236812474
127729,542475,0,0.32,02_6769133,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00324270634552783
128061,543151,0,0.03,02_6790177,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.000288015731867135
126758,541994,0,0.31,02_6788751,2,02_53,Washington,I205, ,State,Paved,7,96,1,1,0,0.00281440325326372
125430,541633,0,0.68,02_6722958,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,2,80,3,8,0,0.00772108350247856
126094,540851,0,0.05,02_6687301,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000550356772604861
128393,543768,0,0.02,02_6815171,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.000188538016662871
127328,542095,0,0.07,02_6760850,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,48,3,10,0,0.00069042022145226
126000,541037,0,0.4,02_6694765,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00388235318510219
126332,541285,0,0.06,02_6701046,2,02_41,Oregon,S8,CANYON RD,State,Paved,2,88,3,7,0,0.000789703979734684
123246,542043,0,0.17,02_6759281,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,48,3,10,0,0.00154904904089517
127660,542341,0,0.07,02_6766440,2,02_41,Oregon,I405,EXIT,State,Paved,6,88,1,1,0,0.000947742455670214
127992,543048,0,0.16,02_6787708,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00207502370745773
125668,540840,0,0,02_6687194,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,2,64,3,10,0,1.83845952925145E-05
126071,540953,0,0.08,02_6691482,2,02_41,Oregon, ,185TH AV,Municipal,Paved,5,40,3,10,0,0.000760631892956648
128324,543951,0,0.11,02_6820101,2,02_53,Washington, ,NE ANDRESEN RD,Municipal,Paved,4,72,4,0,0,0.00125751178295777
127351,542066,0,0.76,02_6761936,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00801333656500539
123269,541907,0,2.24,02_6756510,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,88,3,10,0,0.0212600716560736
122937,541248,0,0.22,02_6700068,2,02_41,Oregon, , ,Municipal,Paved,4,48,3,10,0,0.00278112839539017
127683,542353,0,0.31,02_6767127,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,6,56,3,7,0,0.0028098152691845
126355,541380,0,0.14,02_6704780,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.00129713933852235
128015,543197,0,0.19,02_6791289,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00246505556027001
123392,538081,0,0.55,02_6708218,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,4,40,3,8,0,0.00679598166730156
123060,542747,0,0.02,02_6775951,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.000222407059360228
128347,543637,0,1.2,02_6812132,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.0111206624282685
126023,540875,0,0.14,02_6687983,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00173423534330502
126209,541091,0,0.43,02_6696095,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,7,88,1,1,0,0.00385996911230644
125948,541024,0,0.42,02_6694383,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,4,64,3,10,0,0.00524074112190273
123292,542024,0,0.81,02_6758533,2,02_41,Oregon,S43,WILLAMETTE DR,State,Paved,2,64,3,7,0,0.00858279831987326
127614,542649,0,0.21,02_6774147,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00255136449879029
126286,541438,0,0.15,02_6705982,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.00147149952762959
127537,542683,0,0.22,02_6774427,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.0019451471316925
127543,542692,0,0.01,02_6774484,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,64,4,0,0,0.000110017785548542
126873,543541,0,0.07,02_6809337,2,02_53,Washington,I5, ,State,Paved,6,104,1,1,0,0.000781242194742786
126612,543808,0,0.76,02_6816333,2,02_53,Washington, ,NE ANDERSEN AV,Municipal,Paved,4,56,3,10,0,0.00687157208980888
128278,543754,0,0.02,02_6814594,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.000146153866587138
126309,541263,0,0.13,02_6700211,2,02_41,Oregon, , ,Municipal,Paved,4,48,3,10,0,0.00169711667726626
125971,541325,0,0.4,02_6702684,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,40,4,7,0,0.00417035541361952
127637,542423,0,0,02_6767874,2,02_41,Oregon, ,BROADWAY AV,Municipal,Paved,2,72,3,8,0,1.90258671302516E-05
127520,542937,0,0.57,02_6782298,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,7,88,1,1,0,0.00585259473099685
127514,542918,0,0.15,02_6782200,2,02_41,Oregon, ,UNKNOWN,Municipal,Paved,2,72,3,0,0,0.0016560432774502
126856,543535,0,0.08,02_6808835,2,02_53,Washington,I5, ,State,Paved,6,104,1,1,0,0.000808123404948625
125645,540253,0,3.55,02_6685298,2,02_41,Oregon,S10, ,State,Paved,2,72,4,0,0,0.0439338317126568
127299,543085,0,0.23,02_6788723,2,02_53,Washington,I205, ,State,Paved,7,96,1,1,0,0.00206722901756953
126635,542969,0,0.36,02_6783224,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,4,96,2,7,0,0.00449885370292597
126186,541069,0,0.01,02_6695463,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000159110028111157
126973,541914,0,0.63,02_6802934,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.00772195881093642
128301,543925,0,0.11,02_6819448,2,02_53,Washington, ,NE ANDRESEN RD,Municipal,Paved,4,72,4,0,0,0.00114525540120584
128184,543962,0,0.32,02_6820849,2,02_53,Washington,S503,NE 117TH AV,State,Paved,2,48,3,7,0,0.00290504243046596
127322,542077,0,0.2,02_6760780,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,48,3,10,0,0.0023559360837999
126240,541101,0,0.05,02_6696636,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000595480310458335
122920,541220,0,0.54,02_6699393,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,56,3,10,0,0.00612580714690709
125994,541035,0,0.02,02_6694642,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.000203088723405797
127491,542788,0,0.92,02_6777682,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.0111225892171007
127986,543004,0,0.93,02_6787214,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,4,64,3,10,0,0.0119611282129485
123338,541648,0,0.19,02_6723658,2,02_53,Washington, ,W 16TH ST,Municipal,Paved,2,56,3,0,0,0.00232383971684093
126163,541144,0,0.09,02_6696891,2,02_41,Oregon, ,SW STAFFORD RD,Municipal,Paved,2,88,4,0,0,0.000892378531060535
126658,542994,0,0.36,02_6784868,2,02_41,Oregon,S224, ,State,Paved,2,88,4,0,0,0.00423924143039002
126904,543232,0,0.15,02_6792874,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00144232302056185
127345,542137,0,0.05,02_6761808,2,02_41,Oregon, ,S REDLAND RD,Municipal,Paved,2,72,4,0,0,0.000660983589516349
126017,541043,0,0.09,02_6695373,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00100040888355033
126140,541182,0,0.12,02_6697963,2,02_41,Oregon,S10,BARBUR BLVD,State,Paved,2,88,3,7,0,0.00148297835078038
122943,541247,0,0.19,02_6700133,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,2,72,5,0,0,0.00244061483097062
126263,541334,0,0.15,02_6703938,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,7,88,2,7,0,0.00158311475332629
127591,542637,0,0.47,02_6773472,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,72,3,10,0,0.00424628909585694
128009,543188,0,0.39,02_6791068,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,2,72,3,10,0,0.00495681768418691
127468,542763,0,1.49,02_6776617,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,64,4,0,0,0.0190291027658954
125476,540933,0,0.24,02_6690374,2,02_41,Oregon, ,CORNELIUS PASS RD,Municipal,Paved,4,72,3,10,0,0.00238295247719948
126123,541169,0,0.02,02_6697446,2,02_41,Oregon, ,KRUSE WY,Municipal,Paved,4,88,2,7,0,0.000270386859761354
122874,541205,0,0.46,02_6699007,2,02_41,Oregon,S43,COUNTRY CLUB RD,State,Paved,4,48,3,7,0,0.00586353915508955
127368,542014,0,0.26,02_6762435,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00240531563616624
127119,542260,0,0.03,02_6764430,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,0.000268001518890881
127451,542628,0,0.81,02_6773191,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,72,3,10,0,0.00725735575830697
127700,542277,0,0.15,02_6765843,2,02_41,Oregon, ,KELLY AV,Municipal,Paved,3,64,3,10,0,0.0017405518000529
126372,541406,0,0.09,02_6705203,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,4,72,3,10,0,0.00120902589009839
